image_id,transcription,india_label,western_label,china_label,image_path
601,കമ്പി മുഖം .. പൊട്ടാറായി നിൽക്കുന്ന മുല ..വീപ്പ കുണ്ടി .. തുടത്ത ചുണ്ട് മൊത്തത്തിൽ വെണ്ണ കട്ടി .. ട്രോൾ നടിമാർ ഇവളെയൊക്കെ ഭാര്യ ആയികിട്ടിയാൽ എൻ്റെ പൊന്നേ ...,1,1,1,E:/pep/data/images/malayalam\601
241,"# +2 ചേട്ടൻ എടാ മോനെ, എന്റെ റിസൾട്ട് വരും നീ അവിടെയും ഓളം കാണിക്കും #SSLC അനിയൻ സോഷ്യാലിസം ഒരുപാടു പേർ പ്രയോഗിച്ചു, പക്ഷേ ഒരുത്തൻ പോലും അതിൽ വിജയിച്ചു എന്ന് തെളിയിച്ചിട്ടില്ല അതാണെന്റെ പ്രതീക്ഷ ഒരുപാട് പേർ പ്രയോഗിച്ചു. അതും നീ അടച്ചു വെച്ച സയൻസും സമുദായവും വനിതാകമ്മീഷനും എല്ലാം. അതുകൊണ്ട് നീ പ്രതീക്ഷ വെച്ച്",0,0,0,E:/pep/data/images/malayalam\241
283,"അസംബ്ലിയിൽ ഒരു കുട്ടി തലകറങ്ങി വീണപ്പോൾ 4B യിലെ മനോ മോഹന്റെ വീടിനടുത്തുള്ളത് ആരാ..? *10 ക്ലാസ്സ് ഊഴപ്പൻ ""ഞാൻ..."" സ്കൂളിന് പുറത്തിറങ്ങിയപ്പോൾ മോനേ.. നിന്റെ വീട് എവിടെയാണ്? നാട് എവിടെയാണ്..!?",0,0,0,E:/pep/data/images/malayalam\283
521,IMT ഒരു മികച്ച കുടുംബ ചിത്രം കാണാൻ ക്യൂ 2 കാത്തിരിപ്പ് ഇനി 26 ഒക്ടോബർ 26 വരെ മാത്രം,0,0,0,E:/pep/data/images/malayalam\521
184,പരീക്ഷ കഴിയുമ്പോൾ *ഞാൻ *ചങ്ക് ഞാൻ പൊട്ടും ഞാനും റിസൾട്ട് വരുമ്പോൾ Malayalam TROLLS PicsArt,0,0,0,E:/pep/data/images/malayalam\184
406,ഒറ്റപ്പെടലും ഡിപ്രഷനും ആരുടെയും സഹായം ഇല്ലാതെ അതിജീവിച്ചുകഴിഞ്ഞാൽ.... *പിന്നീട് ജീവിതത്തിൽ വരുന്ന പ്രശ്നങ്ങൾ @കഞ്ഞിക്കട പാപ്പൻ മൊത്തത്തിൽ ഓക്കെ TCM TROLL COMEDY MALAYALAM *മനസ്സ്,0,0,0,E:/pep/data/images/malayalam\406
566,എല്ലാ പെണ്ണുങ്ങൾക്കും ഫോർപ്ലേയ് ചെയ്യുന്ന സമയത്ത് പൂറും കഴുത്തും കഴിഞ്ഞാലുള്ള സോഫ്റ്റ് സ്പോട്ട് അവരുടെ വയറും പൊക്കിളും ആയിരിക്കും . ട്രോൾ നടിമാർ,1,1,1,E:/pep/data/images/malayalam\566
338,ഉത്സവത്തിന് എഴുന്നള്ളിച്ച തെച്ചിക്കോട്ടുകാവ് രാമചന്ദ്രൻ ഇടഞ്ഞു പാപ്പാൻ ഗുരുതരമായ പരിക്ക് ടോൺ മാസ്സ് മീഡിയാ pran.tk *ആനപ്രേമി ഇടങ്ങഞ്ഞതു് അല്ല...! കുറുമ്പു് കാണിച്ചു് എന്നു് പറയണം...!,0,0,0,E:/pep/data/images/malayalam\338
732,പാടത്തിൽ ചാൻസ് കുറഞ്ഞ അനുചേച്ചിയോട് നിന്റെ ചന്തിയും പൂവും എനിക്കും എന്റെ പാർട്ടണർക്കും ചപ്പി നുണയാൻ തരുവാണേൽ @mallu.hot_trolls18 അടുത്ത ബിഗ് ബഡ്ജറ്റ് പാടത്തിൽ ചാൻസ് തരാമെന്ന് പറഞ്ഞ ഡയറക്ടർക്ക് അയച്ചുകൊടുക്കാൻ കൂതിയുടെ ഫോട്ടോ എടുപ്പിക്കുന്ന അനു,1,1,1,E:/pep/data/images/malayalam\732
710,ട്രോൾ നടിമാർ സ്കേർട്ടിന്റെ മുകളിൽ കൂടെ അവളുടെ തുട തടവി തുടങ്ങിയപ്പോൾ.. സ്കേർട്ട് പൊക്കി കാൽ അൽപ്പം വിരിച്ചു പിടിച്ചപ്പോൾ .. ജട്ടിയുടെ മുകളിൽകൂടെ അവളുടെ പൂറിൽ തടവാൻ തുടങ്ങിയപ്പോൾ .. ജട്ടി സെവിലോടോക്കി വിരൽ ഒരു തളളിനും അകത്ത് കയറ്റി ഇളക്കാൻ തുടങ്ങിയപ്പോൾ .. കന്തു ചുഴറ്റികൊണ്ട് പൂറിൽ ആഞ്ഞടിച്ചപ്പോൾ .. അവളുടെ വെള്ളം പെട്ടെന്ന് തന്നെ പോയി ആകെ നനഞ്ഞപ്പോൾ ..,1,1,1,E:/pep/data/images/malayalam\710
767,Anusha Anu അനിൽകുമാർ * തട്ടം വേണ്ടെന്ന് പറയുന്ന പെൺകുട്ടികൾ ഉണ്ടായത് കമ്മ്യൂണിസ്റ്റ് പാർട്ടി കാരണം ആണെയ്..! എം വി ഗോവിന്ദൻ * ഒന്ന് മിണ്ടാതിരിക്കെടാ.. 10D,0,0,0,E:/pep/data/images/malayalam\767
481,ഭാര്യ ആയിട്ട് ഒന്നും നടക്കുന്നില്ല എന്ന് ഇടക്കിടക്ക് സങ്കടം പറയുന്ന മുതലാളിയുടെ റൂമിലേക്ക് കടന്നപ്പോൾ ഭാര്യയെ ഒറ്റക്കാലിന് നിർത്തി കളിക്കുന്നത് കണ്ട് വേലക്കാരി * നിർത്തിയിങ്ങു അടിക്കുകായിരുന്നല്ലേ...,1,1,1,E:/pep/data/images/malayalam\481
796,ഗോവിന്ദൻ മാഷ് * ED കള്ള കേസ് എടുത്ത് സഹകരണമേഖലയെ തകർക്കാൻ ശ്രമിക്കുകയാണ് സഹകരണ മേഖലയിലെ പണം കൊണ്ട് പോകാനാണ് അവർ ശ്രമിക്കുന്നത്. ശക്തമായി പ്രതിരോധിക്കണം കരുവന്നൂരിലെ ജനങ്ങൾ * ഞങ്ങൾ ഒറ്റയ്ക്ക് കൊണ്ട് പോകേണ്ട പണമാണവർ ...!,0,0,0,E:/pep/data/images/malayalam\796
38,ശോ.. ഇത്രയൊക്കെ അനുഭവിച്ചിട്ടും എന്തിനാ ആ കുട്ടി അവിടെ തന്നെ നിന്നത് അല്ലേ..? അത് തന്നെ കഷ്ടമായിപ്പോയി..!! പിന്നെ നീ അറിഞ്ഞോ.. നമ്മുടെ രമണിയുടെ മോള് ഇപ്പോ വീട്ടിൽ വന്ന് നിൽക്കുവാ.. ആ പെണ്ണിന്റെ അഹങ്കാരം കൊണ്ടാണെന്നാ കേൾക്കുന്നത്..!! TROLL REPUBLIC,1,1,1,E:/pep/data/images/malayalam\38
27,ഒരു ശതമാനം ആൺകുട്ടികളുടെ ആഗ്രഹങ്ങളിൽ ഒന്നാണ് ഈ ദൃശ്യത്തിന് ഹാനികരം ഇത് പോലെ ഉള്ള ചരക്ക് ആന്റിയെ ഒന്ന് കളിക്കുക എന്നുള്ളതി!,1,1,1,E:/pep/data/images/malayalam\27
177,"കുട്ടിക്കാലത്തു ക്രിക്കറ്റ് കളിക്കുമ്പോൾ കളി കഴിയാൻ സമയത്ത് ഞാൻ പോവാണ്, എനിക്ക് ചെന്നിട്ട് റേഷൻ കടയിൽ പോവണം.... Shajahan okk da, നാളെ കാണാം.... Malayalam TROLLS ഏടാ അവൻ്റെ ബാറ്റിംഗ് കഴിഞ്ഞതാണ് ഫീൽഡ് ചെയ്യാതെ മുങ്ങുകയാണ് അവൻ...!!",0,0,0,E:/pep/data/images/malayalam\177
954,Spotify 38 Spotify 38 STANLEY ഫുട്ബോൾ മലയാളം ഇതിന് മാത്രം പിള്ളേരെ ഇവർക്കെങ്ങനെ കിട്ടുന്നു?.... www.makeach,0,0,0,E:/pep/data/images/malayalam\954
234,സിനിമയിൽ ചേട്ടനും അനിയത്തിയും ജീവിതത്തിൽ അനിയത്തി അച്ഛൻ കൊണ്ടുവന്ന പഴംപൊരി എവിടെടാ തെണ്ടി... ചേട്ടൻ സത്യമായിട്ടും എനിക്ക് അറിഞ്ഞുകൂടാ...,0,0,0,E:/pep/data/images/malayalam\234
947,ഭാവിയിലെ ഒരു ക്രിക്കറ്റ് ഗാലറി Dont Shout on Camera My Boss Thinks I Am Working From Home Upan Ujayan Kavitakadaal,0,0,0,E:/pep/data/images/malayalam\947
33,*ഭാര്യ *ചേട്ടാ... ഒരു സന്തോഷ വാർത്തയുണ്ട്.. ഞാൻ നാലുമാസം ഗർഭിണി ആണ്. *ചേട്ടാ...ചേട്ടാ... ഇതെന്താ ഞാൻ ഗർഭിണി ആണെന്നറിഞ്ഞിട്ടും ചേട്ടനെന്താ സന്തോഷം ഇല്ലാത്തേ! ഭർത്താവ്* #പെട്ട്... *ഞാനെന്തിനാ സന്തോഷിക്കണേ...നമ്മുടെ കല്യാണം കഴിഞ്ഞിട്ട് രണ്ട് മാസല്ലേ ആയുള്ളൂ.,1,1,0,E:/pep/data/images/malayalam\33
146,"LEHREN MALAYALAM TROLLS www.facebook.com *ലെ സിംഹം ഒന്ന് ഒച്ച വെച്ചതിനെങ്കിൽ, ഒന്ന് നിലവിളിച്ചതിനെങ്കിൽ ആ നിമിഷം ഞങ്ങൾ ഉണർന്നെനേ....",0,0,0,E:/pep/data/images/malayalam\146
122,വീട്ടിൽ നിന്ന് ടൂർ പോയിട്ട് വന്നതിന് ശേഷം അച്ഛൻ നിന്റെ ഫോൺ കാണട്ടെ ടൂർ തന്നെയോണോ പോയത് എന്നെനിക്കു സംശയം ഉണ്ട് ചേട്ടൻ വേണ്ടച്ചാ ഞാൻ നോക്കാം ഗാലറി ഇതിൽ എന്ത് ഉണ്ട് ആണെല്ലോടാ നീ ആരാ XXX വീഡിയോസിന്റെ ബ്രാൻഡ് അംബാസിഡറോ MALAYALAM Surya kiran NAUGHTY fb.com/MNTROLLS,0,0,0,E:/pep/data/images/malayalam\122
973,"Mathrubhumi 18 m ഒടുവിൽ സ്ട്രെക്ച്ചറിലാണ് നെയ്മറെ പുറത്തേക്ക്കൊണ്ടൂപോയത്. #neymar #FIFAWorldCupQualifiers mathrubhumi.com നെയ്മർക്ക് വീണ്ടും പരിക്ക്; തിരിച്ചടി ഇന്ത്യൻ ആരാധകർക്ക് ഫുട്ബോൾ ഫാൻസ് മുംബൈ സിറ്റിയും, അൽ ഹിലാലും തമ്മിലുള്ള മത്സരത്തിൽ ഇന്ത്യയിൽ എത്തത്തില്ല എന്നല്ലേ അതിനർത്ഥം",0,0,0,E:/pep/data/images/malayalam\973
877,എല്ലാവർക്കും ജർമ്മൻ സുൽത്താന്റെ ഹൃദയം നിറഞ്ഞ ഈദ് മുബാറക്ക് OZIL സ്പെഷ്യൽ GERMAN FANS KERALA,0,0,0,E:/pep/data/images/malayalam\877
327,30 വർഷം ഗൾഫിൽ പണിയെടുത്തത് അയച്ച കൊടുത്ത കാശുകൊണ്ട് പണിത വീടിന് ഗിഫ്റ്റ് ഓഫ് ഗോഡ് എന്ന ബോർഡ് വെച്ച കണ്ട *പ്രവാസി മോന്താലാകെ ഉപ്പ് TCM TROLL COMEDY MALAYALAM,0,0,0,E:/pep/data/images/malayalam\327
382,ഇന്നലെ മഴയോടൊപ്പം ഇടിവെട്ടിയപ്പോൾ വീട്ടിലെ ടിവി അടിച്ചുപോയി ചക് TS TROLL SUPPORTERS ശ്രീഹരി ഇന്ന് രാവിലെ ഫോൺ കയ്യിൽനിന്ന് വീണ് Display അടിച്ചുപോയി,0,0,0,E:/pep/data/images/malayalam\382
854,വിദ്യാർത്ഥികൾ. പ്രധാനാധ്യാപകർ. വിദ്യാഭ്യാസ മന്ത്രി. കുട്ടികൾക്ക് ഊണ് മാത്രം പോരാ... പാലും മുട്ടയും കൊടുക്കണം... അപ്പോൾ ഇതിന്റെ ചിലവ്..??? Martin Joseph Koottummel ലൂഡോർ മലയാളം ചിലവൊന്നും വേണ്ട... ഇത് എന്റെയൊരു ഓദ്യാരമായി കരുതിയാൽ മതി... MJK TROLLS. /movieworldvisualmedia തേങ്ക്സ്... TMM,0,0,0,E:/pep/data/images/malayalam\854
312,MI ബാർട്ടർ*അർഷദീപ് സിംഗ് കഴിഞ്ഞ കളിയിൽ...! ഇന്നലത്തെ കളിയിൽ...! MTM ട്രോൾ മനോരമസ് pran.tk,0,0,0,E:/pep/data/images/malayalam\312
307,MTM മലയാളം ട്രോൾ മാസ്റ്റേഴ്സ് fb.com/MalayalamTrollMasters !#%&S റാഷ് ഡ്രൈവ് ചെയ്യുമ്പോൾ എന്നെ തെറി വിളിക്കുന്ന മറ്റ് ഡ്രൈവർമാർ... *ഞാൻ *എൻ്റെ ഭാര്യ (നിഷ്ക) എല്ലാവരും കൈ പൊക്കി കാണിക്കുന്നുണ്ടല്ലോ? ഫ്രണ്ട്സ് ആണോ?,0,0,1,E:/pep/data/images/malayalam\307
491,ആദ്യമായി പടക്കകടയിൽ പോയ.. ചങ്ക് പടക്കം ഒരു മണിക്കറിനല്ലേ ഞാൻ കാൾ തന്നേ.. ഇതിപ്പോ 5 മിനിറ്റ് പോലും ആയില്ലല്ലോ.. സാരമില്ലെടാ.. അടുത്ത തവണ നോക്കാം NTM Naughty Troll Masters ntmltrolls_malayalam.official #anuvalkyrie ബാക്കി സമയത്തിന് നമുക്ക് ലുഡോ കളിച്ചാലോ? എഴിച്ചു പോടാ #*%&@...,1,1,1,E:/pep/data/images/malayalam\491
720,ആ സാരി ഇച്ചിരികൂടെ ഒന്ന് മാറിയായിരുന്നെൽ ഒരു കിളിൻ ഉഴുന്നു വട കിട്ടിയേനെ ട്രോൾ നടിമാർ ama WS manorama NEWS,1,1,1,E:/pep/data/images/malayalam\720
913,ദേശീയ അവാർഡ് കോർട്ട് മികച്ച ചിത്രം കങ്കണ റാവത്ത് നടി സഞ്ചാരി വിജയ് നടൻ,0,0,0,E:/pep/data/images/malayalam\913
375,ആടുജീവിതത്തിന്റെ സെറ്റിൽ എല്ലാവരും മട്ടൻബിരിയാണി കഴിക്കുമ്പോൾ കഞ്ഞിയും മുളകും കഴിക്കുന്ന * പൃഥ്വിരാജ് TROLL REPUBLIC ©SAIF KHAN,0,0,0,E:/pep/data/images/malayalam\375
561,ചില വീടുകളിലെ കാഴ്ച എന്തെന്നാൽ ട്രോൾ നടിമാർ AKHIL ROSHAN TB. നല്ല മുട്ടൻ ചരക്കായ പെണ്ണും അവളെ വേണ്ടപോലെ ഉപയോഗിക്കാത്ത മൊണ്ണയായ കെട്ടിയോനും,1,1,1,E:/pep/data/images/malayalam\561
317,"മോദി കുരുക്ഷേത്ര യുദ്ധഭൂമിയിലെ ശ്രീകൃഷ്ണനെപ്പോലെ - ശോഭ സുരേന്ദ്രൻ mathrubhumi.com fb.com/groups/TrollMemeMalayalam MTM മാസ്സസ് fb.com/MalayalamTrollMasters pran.tk *ശോഭ ഞാൻ കണ്ടു, ഞാനേ കണ്ടുള്ളൂ...! P International",0,0,0,E:/pep/data/images/malayalam\317
240,ഒര കഥ ട്രോൾ മ ഡീ കാപ്രിയോയെ പോലെ ഭാഗ്യം കെട്ടോരു മനുഷ്യൻ ലോകത്ത് വേറെ കാണില്ല ഖൈഹാനാസയം 24 പ്രഭാതം ദുബായ് അതെന്താ പുള്ളിക്ക് ഇത്തവണ ഓസ്കാർ കിട്ടിയതല്ലേ ആര് നോട്ട് കിട്ടിയ ഓസ്കാറിൻ്റെ വർഷികം ഒന്ന് ആഘോഷിക്കാൻ നാല് വർഷം കാത്തിരിക്കണ്ടെ ഹെ ഹെ..,0,0,0,E:/pep/data/images/malayalam\240
29,ചക്ക മുലയും കമി മുഖവും TROLL ACTRESS MALAYALAM TAM സീരിയൽ അമ്മായി,1,1,1,E:/pep/data/images/malayalam\29
165,"തമിഴ് മാരി ©SanilRNair മാരി.. കൊഞ്ചം നല്ല മാരി,റൊമ്പ താ മാരി.. 🎤🎶 Malayalam TROLLS മലയാളം മാരി മാരി.. സ്നേഹ കടൽ മാരി,ആലി പഴം മാരി 🎤🎶",0,0,0,E:/pep/data/images/malayalam\165
905,ട്രോൾ മലയാളം ദാസേട്ടാ ഒരു സെൽഫി സെൽഫിയുമില്ല കൽഫിയുമില്ല വീട്ടീൽ പോടാ... ©Sajith,0,0,0,E:/pep/data/images/malayalam\905
705,കരിപൂറി എന്ന വാക്കനോട് 100 ശതമാനം നീതി പുലർത്തിയ ഒരുത്തി ഉണ്ടെങ്കിൽ ട്രോൾ നടിമാർ അത് ഐശ്വര്യ രാജേഷാണ്,1,1,1,E:/pep/data/images/malayalam\705
109,പടത്തിലും സ്റ്റേജിലും എല്ലാം കാണിച്ചു ആദ്യം പ്രൊഡ്യൂസറുമാരെ കമ്പിയാക്കി ദാ ഇപ്പൊ ലൈവിൽ വന്ന് ആ ഉരുണ്ട മുലയും വിടർന്ന ചാലുo.. ചെറിയ ചാടിയ വയറും കുഴിഞ്ഞ പൊക്കിളും കാണിച്ചു നാട്ടിലുവമ്മമാരെയെല്ലാം കമ്പിയാക്കുന്നു,1,1,1,E:/pep/data/images/malayalam\109
616,ട്യൂഷൻ ക്ലാസ്സിൽ സ്ലീവ്ലെസ്സ് ഇട്ടു വരുന്ന പെണ്ണിന്റെ കൈ പൊക്കുമ്പോൾ ട്രോൾ നടിമാർ അവളെ വിയർത്ത കക്ഷം കാണാൻ കൊതിച്ചിരുന്ന ഒരു കുട്ടിക്കാലം നമുക്കുണ്ടായിരുന്നു! D_MAX,1,1,1,E:/pep/data/images/malayalam\616
428,ചക്കത്തി ഞാൻ കാമുകിയെ കോളേജിന്റെ പുറകിൽ വെച്ച് കളിക്കുന്നത് ഒളിഞ്ഞു നോക്കുന്നു.. mallu_aunty_trolls_,1,1,1,E:/pep/data/images/malayalam\428
565,മിക്ക ജിമ്മിലും കാണാൻ വലിയ ലുക്കില്ലെങ്കിലും കട്ട മുലയും ഒതുങ്ങിയ ചന്തിയുമുള്ള ഒരു പോച്ചി കാണും ട്രോൾ നടിമാർ VIKATAN.COM snjhotactress.blogspot.com ടൈറ്റ് ലെഗ്ഗിങ്സും ടീഷർട്ടും കൂടെ ആവുമ്പോ തൃപ്തി ആയി,1,1,1,E:/pep/data/images/malayalam\565
707,"ഇവളെയൊക്കെ ആണ് അക്ഷരം തെറ്റാതെ ""വെണ്ണ കട്ടി"" കുഴപ്പി എന്ന് വിളിക്കണേ Jagadguru శంకర ശേഷം 8.30 ని ഇന്ന് Jagadguru శంకర ശേഷം 8.30 ని ഉല്ലാസ നടിമാർ",1,1,1,E:/pep/data/images/malayalam\707
392,ENTERTAINMENT HUB ഞാൻ * മറക്കാം... ഞാൻ അൺഫ്രണ്ട് ചെയ്ത് പോകാം... പക്ഷെ കഴിഞ്ഞ ജന്മത്തിൽ എന്നോ കണ്ടു കൊതി തീരാത്ത ഒരു മുഖമുണ്ട് മനസ്സിൽ അത് മറക്കാൻ പറയരുത്... ഇനി ഒരു ശല്യമാകില്ലെ ബൈ... നിൻ്റെ തന്നില്ലെങ്കിലും ആ മനസ്സ് എനിക്കറിയാം... *ആറു മണിക്കൂർ മുന്നേ ഫേസ്ബുക്കിൽ ഫ്രണ്ടായ പെൺകുട്ടി,0,0,0,E:/pep/data/images/malayalam\392
539,ഭർത്താവും ബ്ലാക്ക് ഫോറസ്റ്റ് കേക്ക് കഴിക്കുന്നതു കണ്ട് നിർവൃതിയടയുന്ന ഭാര്യ Vish-Trolls MALAYALAM NAUGHTY TROLLS fb.com/MNTROLLS 150K MEMBERS,1,1,1,E:/pep/data/images/malayalam\539
478,വോട്ട് ചെയ്ത് പുറത്തേക്ക് വന്ന നോളളതി. ഈ സാർ എന്താണാവോ ഒരു ആക്കിയ ചിരി ചിരിച്ചേ...??? അയ്യോ... എല്ലാ വിരലിലും നഖം വെട്ടാൻ മറന്നു... മൈര്...!!!!,1,0,1,E:/pep/data/images/malayalam\478
673,സത്യകഥ എന്തെന്നാൽ വീട്ടിലെ ചേട്ടൻ്റെ ഭാര്യയോ അല്ലെങ്കിൽ അമ്മായിയോ ഷാൾ ഇടാതെ ഇങ്ങനെ നടക്കുമ്പോൾ അവളുടെ വീർത്ത മുലയുടെ ഷേപ്പുണ്ടോ... videosts with Sun TV Network Limited. Any third party must not to severe criminal offence and legal penalties. ട്രോൾ നടിമാർ ചന്തി രണ്ട് സൈഡിലോട്ടും കിടന്ന് അടിക്കുന്നതും ആസ്വദിച്ചിട്ടുള്ളവരാണ് നമ്മളെല്ലാം AMRITA SUN,1,1,1,E:/pep/data/images/malayalam\673
166,പച്ച തെറി ഫാമിലി ഗ്രൂപ്പിൽ സെൻ്റ് ആയി പോയി!! തിരക്കിട്ട് delete ചെയ്യ്തപ്പോൾ delete for everyone ന് പകരം delete for me ആയി പോയി...!!! JPP Malayalam TROLLS,0,0,0,E:/pep/data/images/malayalam\166
