image_id,transcription,india_label,western_label,china_label,image_path
1117,After Breakup: Ex:உன் வாழ்க்கைல இன்னொரு அம்மாவா நான் வரலாமா? He:இருக்குற அம்மா போதும்.. நீ கெளம்பு..,1.0,1.0,1.0,E:/pep/data/images/tamil\1117
446,Mc Muriel Just now Me to me - unna yaara sperm race la win panna sonnathu #Mc_muriel,0.0,0.0,0.0,E:/pep/data/images/tamil\446
1046,Mobile Wallpaper* Wp dp* Insta post* Aadhar Card pic*,1.0,1.0,1.0,E:/pep/data/images/tamil\1046
1119,JDMEMES OFFICIAL TAMIL MEMES Get it on Google Play Bata,1.0,1.0,1.0,E:/pep/data/images/tamil\1119
152,Dharshan Just now 👥 Life was in stuck I need to be productive ~Few minutes later opens private tab in browser #darshanmc Adar***mmalee.. REDPIX,0.0,0.0,0.0,E:/pep/data/images/tamil\152
5,_vishal_sammy_ Grown me still saying same Child me saying one day i grow up and celebrate valentines day,0.0,0.0,0.0,E:/pep/data/images/tamil\5
126,"Muthu Kutti 9m ""உங்க வாழ்க்கையை அழகாக அமைக்க பல கஷ்டங்களை பார்த்தவரு டா உங்க அப்பா❤️✨"" #muthumc *அம்மா GOLDMINES VERA LEVEL MEMES (logo text) GOLDMINES",0.0,0.0,0.0,E:/pep/data/images/tamil\126
1158,Lovie online Today Hi di pondatti Hi da purusha Forwarded 12:03 PM Hari C He mt Tamil Memes Google Play,1.0,0.0,0.0,E:/pep/data/images/tamil\1158
647,LEGEND movie streaming now in HOTSTAR Innum ennada paakureenga.. Sattu puttunu ellam HOTSTAR pakkam vaangada,0.0,0.0,0.0,E:/pep/data/images/tamil\647
1142,~மாமியார் : சமைக்க தெரியுமா? ~புதுமருமகள்: தெரியுமாவா.. அடுப்ப பத்தவச்சா சுடுதண்ணிய காயவச்ச.. மேகி பக்கெட்ல கொட்டி...அப்படியே கரண்டிய வச்ச அலசவம்😂,0.0,0.0,0.0,E:/pep/data/images/tamil\1142
1271,Love Marriage BP Maathra latha memes சினிமாவ பாத்து காதலிக்காதிங்கடா.... பொண்டாட்டியா வர நமக்கு நல்லா சமைச்சி போடுவானு கற்பனைய அதிகமா வளர்த்து நம்பிடாதீங்கடா... Arrange Marriage BP Maathra வீட்ல பாத்து வைக்குற பொண்ணுங்க கூட ஒரு நேரம் இல்லன்னா ஒரு நேரம் நம்மள மனுசனா மதிச்சி சமைச்சி போடுறாளுங்க....காதலிச்சி கல்யாணம் பண்ணா எல்லா நேரமும் நம்மளையே கூடைக்க விட்டுருவாளுங்கடா... Helo,1.0,0.0,1.0,E:/pep/data/images/tamil\1271
939,Adhu Ennamo Theriyala Daily 1.5 GB Net gaali Aana apparam dhaan Life la next enna panna porom nu Thonuthu 😩💔💯 VR2.0 VAAIPILLA_RAJA_2.0,0.0,0.0,0.0,E:/pep/data/images/tamil\939
1331,IPO EDHUKU ENNODA LEGIN'S KALATRA ULLA JETTI PODALA DA MajaStarMemes @tamil.troll_ ME: ROMBA VASADHIYA POCHU INSTASEXYACTRESSVERIYAN3.0,1.0,1.0,1.0,E:/pep/data/images/tamil\1331
984,When maths teacher take over class after lunch bell ring @Ketta_payyan_sir_memes @KETTAPAYYAN_SIR_MEMES ~we ஏல கணக்கு வாத்தியாரே வயறு பசிக்குது ல,0.0,0.0,0.0,E:/pep/data/images/tamil\984
727,Polimer NEWS தமிழகத்தில் அமலுக்கு வருகிறது இரவு நேர ஊரடங்கு Polimer NEWS ஞாயிற்றுக்கிழமைகளில் முழு ஊரடங்கு: தமிழக அரசு அறிவிப்பு Polimer NEWS ஒன்றாம் வகுப்பு முதல் 9ஆம் வகுப்பு வரை நேரடி வகுப்புகளுக்கு தடை Kovama Kuttyma Repeat-u,0.0,0.0,0.0,E:/pep/data/images/tamil\727
1676,அனைத்து மகளிரும் சாதாரண கட்டண நகரப் பேருந்துகளில் மே 8 முதல் கட்டணமில்லாமல் பயணிக்கலாம் - முதல்வர் மு.க.ஸ்டாலின் *பெண்கள் நன்றி முதல்வரே.. இன்னும் சிறப்பாக செயல்பட வாழ்த்துக்கள்..,0.0,0.0,1.0,E:/pep/data/images/tamil\1676
769,@iam_sjstephen MOKKA POSTU Ithu enna periya bad word uh.. Hostel la naanga pesuvom paaru vaartha..,0.0,0.0,0.0,E:/pep/data/images/tamil\769
391,Muthu Kutti 1m Good news~ veetu vadagai unga bank account la potu vite Bad news enna theriuma naanga next month veedu gaali panna porom #muthumc GOLDMINES *me *HOUSE OWNER,0.0,0.0,0.0,E:/pep/data/images/tamil\391
1359,Anni enaku mood aah iruku sari su** kaatu kai adichu vidurean aio anni na ungala okk@ nu 🙈🙈🙈 en purusan vandhuruvan anna varathukulla mudinchutum anni sari quick aah panu daa.. follow @divya.sri.98 @divya.sri.98 ... @divya.sii.98 @divya.sri.98 ... @divya.sii.98 @divya.sri.98 @divya.sri.98 ... @divya.sii.98 @divya.sri.98 ... @divya.sii.98,1.0,1.0,1.0,E:/pep/data/images/tamil\1359
1684,Happy Women's Day❤️ 2M3 @tamilmemes TAMIL MEMES Google Play Respect Women nu sonna mattum pathathu also Respect Men who Respects Women❤️,0.0,0.0,0.0,E:/pep/data/images/tamil\1684
1589,* she marrying a toxic guy * Her wtsp status : இப்போ அவன் என்னய அடிச்சிட்டு போறான்.. திரும்பி வந்து கொஞ்சுவான்.. அதுக்கு நான் இங்க இருக்கணும்... ~ After an hour She :,1.0,1.0,1.0,E:/pep/data/images/tamil\1589
1171,மிகச்சிறந்த குடும்பஸ்தன் என்பது யாதெனில்... கடைசிவரை மனைவியை அடிக்காமல் இருப்பது மட்டுமல்ல... மனைவியிடம் அடிவாங்காமல் இருப்பதும் தான்..😍😍🤩🤩😊😊,1.0,1.0,1.0,E:/pep/data/images/tamil\1171
1280,"ohhh appo night ne enga room kulla vanthathu enna ammanama paathu anubavikka illaya married akka Un mama poola paathu oomba vanthiya, inumada antha pool oombura buthi pola unaku",1.0,1.0,1.0,E:/pep/data/images/tamil\1280
1004,எரிச்சாலும் திரும்ப திரும்ப எழுந்து வர phoenix bird எங்க முட்டை போட்டதுக்கே குண்டி வலிக்குதுனு புலம்புற நீ எங்க SILUKKU DOT COM,0.0,0.0,0.0,E:/pep/data/images/tamil\1004
848,தீபாவளி அன்று Vijay MC *Area dogs ~டேய் எல்லை மீறி போறீங்கடா...,0.0,0.0,0.0,E:/pep/data/images/tamil\848
505,Muthu Kutti Just now Seri neram aachu phone ah vachutu padukalam *Kosu continuously biting me* My phone : #muthumc mt Tamil Memes VERA LEVEL MEMES,0.0,0.0,0.0,E:/pep/data/images/tamil\505
1106,"ஏங்க காக்கா கத்துது, இன்னைக்கு உங்க சொந்தகாரங்க வருவாங்கபோல? f/alwzsmle -யாறே அடியேய் வெளிய வந்துபாரு உன் தங்கச்சி வந்திருக்கா, அவதான் அக்கா அக்கான்னு கத்துனது உனக்கு காக்கா கத்துன மாதிரி கேட்டிருக்கு... 😜",1.0,1.0,1.0,E:/pep/data/images/tamil\1106
842,BOSS *Varun Enna Enna soltranga paarunga...,0.0,0.0,0.0,E:/pep/data/images/tamil\842
1727,மனைவி:- உங்களுக்கு ராணின்னு ஏற்கனவே ஒரு மனைவி இருக்கான்னு கல்யாணத்துக்கு முன்பே ஏன் என்கிட்டே சொல்லலை.. கணவன்:- சொன்னேனே... மறந்துட்டியா... மனைவி:- எப்போ சொன்னீங்க...நீங்க சொல்லவே இல்லை... f / alwzsmle www.alwzsmle.com கணவன்:- உன்னை ராணி மாதிரி வச்சு காப்பாத்துவேன்னு நான் சொல்லலை...,0.0,0.0,0.0,E:/pep/data/images/tamil\1727
1401,When thambi touches akka pussy *Akka Akka : Pesitu irukumbothu keela yenda kai vaikra sshhaaa room kulla vaa kalatitu katren thechi vidu Lusty Desi,1.0,1.0,1.0,E:/pep/data/images/tamil\1401
69,Dirty hari - Romantic thriller Harkara - Critically acclaimed Rendum vera genre ana worth to watch 🔥,0.0,0.0,0.0,E:/pep/data/images/tamil\69
1702,அனைத்து Fake Id க்களுக்கும் மகளிர் தின நல் வாழ்த்துக்கள்,0.0,0.0,0.0,E:/pep/data/images/tamil\1702
747,"Gudboy Arun Just now * 8-0 India (vs) Pakistan ODI WorldCup clash * 🇮🇳 : Epdiyavadhu SemiFinal Select aagi vareega.. Enga koda Match aadreega.. Thothutu, Karachi Airport poreega.. Cini Mini Comedy * Pakistan",0.0,0.0,0.0,E:/pep/data/images/tamil\747
721,"முகக்கவசம் அணியாத மாணவர் முகம் அப்துல் ரஹீமை நிர்வாணமாக்கி முகத்தில் சிறுநீர் கழித்து போலீசார் விடிய விடிய தாக்கியதாக புகார் சென்னை கொடுங்கையூரில் மெடிக்கலில் பகுதி நேரமாக பணிபுரிந்துவிட்டு சைக்கிளில் வீடு திரும்பிக் கொண்டிருந்த சட்டக்கல்லூரி மாணவர் அப்துல்ரஹீம், மாஸ்க் அணியாததற்காக அபராதம் விதித்த போலீசாருடன் வாக்குவாதம் செய்ததாக காவல் நிலையம் அழைத்து சென்று இந்திரகுமார் என்ற காவலர் பூட்ஸ் காலால் உதைந்தும் இரவு முழுவதும் கொடூரமாக தாக்கியதில் முகத்தில் தையல் போடும் அளவு காயம் ஏற்பட்டதாக புகார் Ramnad Pasanga da #Rina_MC Police ah irunthu enna venalum pannalam nammala evan keka poranu thairiyam ivangaluku",0.0,0.0,0.0,E:/pep/data/images/tamil\721
989,Current NINI Scenario @Vijay serial trolls Aishu Korali Viththa katruran Yamanthuratha!!,0.0,0.0,0.0,E:/pep/data/images/tamil\989
662,Dharsan Just now Seri ipo nee ride pannu Enaku theriyadhu da Aiyoo epdi valathurukanga VERA LEVEL MEMES _dharshan._,0.0,0.0,0.0,E:/pep/data/images/tamil\662
1634,Mama Ponnu Expectations Reality INTHA MEME VECHUKO NANDHU MC Onnu Kolanthaya Iruku..Innonu Kolantha yoda Iruku...!,0.0,0.0,0.0,E:/pep/data/images/tamil\1634
210,After watching LGM movie Amma Me Semma movie la maa 🌚❤️,0.0,0.0,0.0,E:/pep/data/images/tamil\210
639,Enaku adhu venum,0.0,0.0,0.0,E:/pep/data/images/tamil\639
127,Ayya apdiye oru 20 years future la kondu poi vitrunga ennala indha pressure ah thaanga mudiyala VERA LEVEL MEMES,0.0,0.0,0.0,E:/pep/data/images/tamil\127
1598,kaipulla #girl mt டேய் நான் உன்ன மட்டும் தான்டா லவ் பண்ற #me mt அடேங்கப்பா,0.0,0.0,0.0,E:/pep/data/images/tamil\1598
1153,All i want is ~ Keel veetu aunty like her House owner like her Pakkathu veetu ponnu like her Instagram @un_gaajuku_oru_alavillayaadaa Maadi veetu akka like her,1.0,1.0,1.0,E:/pep/data/images/tamil\1153
1648,#her Maamiyar Anga paarungadi en Marumagala evlo adakkama irukanuu Boys vs Girls f Tamil little# princess VENKAT Apada nama performance paathu nambitangaa......,0.0,1.0,1.0,E:/pep/data/images/tamil\1648
1622,"என்னடிம்மா... கோவை நைட்டியால ஆண்களுக்குத் தான் அதிக பாதிப்பா..? சனியன் புடிச்ச கிழவி... அது கோவை நைட்டி இல்ல, கோவிட் 19...!",0.0,1.0,1.0,E:/pep/data/images/tamil\1622
56,Muthu Kutti 1m 👥 *Macha oru 5k GPAY panni vidu da plz* ~Bank balance ₹284 Me : paarthela en bank balance ah.. vaikooosama enta poi 5k kekura #muthumc,0.0,0.0,0.0,E:/pep/data/images/tamil\56
517,People who continuously sends reels ~ 😂 😆 🤣 *Me VEERA LEVEL MEMES AFRIN இந்தா யா புடி,0.0,0.0,0.0,E:/pep/data/images/tamil\517
1656,அனைத்து மகளரும் சாதாரண கட்டண நகரப் பேருந்துகளில் மே 8 முதல் கட்டணமில்லாமல் பயணிக்கலாம் ஆண்டி.... 12பி பஸ் எத்தனை மணிக்கு வரும்.... எடுடா கைய... நானும் ஆம்பள தான்.,0.0,1.0,1.0,E:/pep/data/images/tamil\1656
1002,Unga Boyfriend / Girlfriend / partner ah Entha Lovers Day Ku epdi impress pantrathu nu therilaya. Appo Entha Video Ungalukkutha! mt Parithalanga TAMIL MEMES #NEENGA #NAANU Full Video Link in My BIO,0.0,0.0,0.0,E:/pep/data/images/tamil\1002
689,Edhavadhu oru issue na ticket rise panalam ticketing tool hey issue na enna panrathu @_vishal_sammy_,0.0,0.0,0.0,E:/pep/data/images/tamil\689
1052,பொதுமக்களிடம் இருக்க வேண்டிய விழிப்புணர்வு தரமற்ற உணவுகள் குறித்த புகார்களுக்கு 9444042322 வந்து என் பொண்டாட்டியை மொதல்ல கூட்டிட்டு போங்க சார்.! என்னத்த சமைக்கிறான்னே தெரியல!,1.0,1.0,1.0,E:/pep/data/images/tamil\1052
1624,"கிச்சன்லே போய் பாத்திரத்தை கழுவுங்கன்னு உள்ள அனுப்பி வச்சா... கைய வெச்சிக்கிட்டு சும்மா இல்லாம உப்பு... மிளகாய்த்தூள், புளி இதையெல்லாம் கழுவி வச்சி இருக்க நீ...",0.0,1.0,0.0,E:/pep/data/images/tamil\1624
642,Muthu Kutti 1m March month full ah WFH vangi tharen nu thane sona #muthumc VERA LEVEL MEMES GOLDMINES *TL *me GOLDMINES,0.0,0.0,0.0,E:/pep/data/images/tamil\642
1264,நா ஆம்பள டா... நானும் டா... நா பொம்பள டா... நானும் தான் டா...,1.0,1.0,0.0,E:/pep/data/images/tamil\1264
935,*Teacher searching for stick to distribute answer sheet* *me and my Bois who throw it outside* SANDY MC TAMIL MEMEISM,0.0,0.0,0.0,E:/pep/data/images/tamil\935
1340,*akka ~ adhana paathan ena da inum thambi ya kanum nu dress maathurupa vanthuruviiye,1.0,1.0,1.0,E:/pep/data/images/tamil\1340
456,Sylesh S Just now Ore stress ah iruku!! Engachum trip pona nala irukum nu bank balance ah patha adhu innu stress agudhu 🚶🏽 VERA LEVEL MEMES,0.0,0.0,0.0,E:/pep/data/images/tamil\456
976,சூர்யன் Bro நம்பு Bro...நான் 149 மில்லியன் கிமீ க்கு அங்குட்டு தான் இருக்கேன்... நான் ஏய்....ஏய்...நடிக்காத நீ எங்க வீட்டு மாடில தான் இருக்க...,0.0,0.0,0.0,E:/pep/data/images/tamil\976
1731,RAVI SARA'S இந்த லாக்டவுன்'ல இருந்து நீ ரொம்ப மாறிட்ட வீடியொ கால் பன்னா கட் பண்ணிவிடுற செத்துடலாம் போல இருக்கு ஐயோ மேக்கப்பபோடமா என் முகத்தை நீ பாத்தா நிஜமாவே செத்துருவடா,0.0,1.0,1.0,E:/pep/data/images/tamil\1731
1550,"திருமணம் மேடையில் மணமகனுக்கு கொடுக்கப்படும் கடைசி வார்னிங்... f/alwzsmle யாரோ பொண்ணு கூப்பிடுங்கோ, நல்ல நேரம் முடியப் போகுறது... 😂😂😂",0.0,0.0,0.0,E:/pep/data/images/tamil\1550
1685,Women's Day Vantha pothumea udane singappenneY nu status potruvengalea 😂 @NESAMANI_FUN_MEMES,0.0,0.0,0.0,E:/pep/data/images/tamil\1685
202,Maa shoulder laam romba valikkudhu konjam midhikiriya Mom - innum night full ah phone ah non..... Illa vendam. VERA LEVEL MEMES mt,0.0,0.0,0.0,E:/pep/data/images/tamil\202
1056,mt my bro amma mom: en ponnu super ah samaippa .. avalukku theriyatha dish eh illa me Tamil Memes bro mind : antha pakki ku Maggi ya thavira vera eathum seiya theriyathe!,1.0,1.0,1.0,E:/pep/data/images/tamil\1056
106,Macha vaa da tour polaam - Pani Puri sapda kuda job venum ndra nelamaila irukken da VERA LEVEL MEMES TAMIL CINEMAS Google Play,0.0,0.0,0.0,E:/pep/data/images/tamil\106
646,I know i am ugly but still used to adjust my hair and see myself in three different angle when i saw a mirror mt _vishal_sammy_,0.0,0.0,0.0,E:/pep/data/images/tamil\646
726,L'étoile espiègle @mono_shalzp Me : No one can make me cry anymore. Onions : Ahnn... Ahnnn.... Kekkala....,0.0,0.0,0.0,E:/pep/data/images/tamil\726
